term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
mediumorchid	mediumorchid	color_attribute	css_color_4	color	color	high	mediumorchid	https://www.w3.org/TR/css-color-4/
mediumpurple	mediumpurple	color_attribute	css_color_4	color	color	high	mediumpurple	https://www.w3.org/TR/css-color-4/
mediumseagreen	mediumseagreen	color_attribute	css_color_4	color	color	high	mediumseagreen	https://www.w3.org/TR/css-color-4/
mediumslateblue	mediumslateblue	color_attribute	css_color_4	color	color	high	mediumslateblue	https://www.w3.org/TR/css-color-4/
mediumspringgreen	mediumspringgreen	color_attribute	css_color_4	color	color	high	mediumspringgreen	https://www.w3.org/TR/css-color-4/
mediumturquoise	mediumturquoise	color_attribute	css_color_4	color	color	high	mediumturquoise	https://www.w3.org/TR/css-color-4/
mediumvioletred	mediumvioletred	color_attribute	css_color_4	color	color	high	mediumvioletred	https://www.w3.org/TR/css-color-4/
melted	melted	attribute	vaw	other	other	low	melted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
mermaid	mermaid	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	mermaid	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
mesh	mesh	shape_attribute	vaw	shape	shape	high	mesh	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
meshed	meshed	texture_attribute	dtd	texture	texture	high	meshed	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
messy	messy	order_attribute	ovad	order	order	high	order:messy/disordered/unordered/disorganized/unorganized/cluttered/untidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
messy	messy	attribute	vaw	other	other	low	messy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
metal	metal	material_attribute	fashionpedia	non textile material type	non textile material type	medium	metal	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
metal	metal	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
metal	metal	material_attribute	paco	material	material	high	metal	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
metal	metal	material_attribute	vaw	material	material	high	metal	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
metallic	metallic	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
micro (length)	micro (length)	size_attribute	fashionpedia	length	length	medium	micro (length)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
midi	midi	size_attribute	fashionpedia	length	length	medium	midi	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
midnightblue	midnightblue	color_attribute	css_color_4	color	color	high	midnightblue	https://www.w3.org/TR/css-color-4/
military	military	attribute	vaw	other	other	low	military	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
military (coat)	military (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	military (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
mini (length)	mini (length)	size_attribute	fashionpedia	length	length	medium	mini (length)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
mintcream	mintcream	color_attribute	css_color_4	color	color	high	mintcream	https://www.w3.org/TR/css-color-4/
mistyrose	mistyrose	color_attribute	css_color_4	color	color	high	mistyrose	https://www.w3.org/TR/css-color-4/
mixed	mixed	attribute	vaw	other	other	low	mixed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
moccasin	moccasin	color_attribute	css_color_4	color	color	high	moccasin	https://www.w3.org/TR/css-color-4/
modern	modern	attribute	vaw	other	other	low	modern	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
monochromatic	monochromatic	color_attribute	vaw	color quantity	color quantity	high	monochromatic	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
moss covered	moss covered	texture_attribute	vaw	texture	texture	high	moss covered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
mounted	mounted	attribute	vaw	other	other	low	mounted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
moving	moving	attribute	vaw	other	other	low	moving	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
muddy	muddy	condition_attribute	ovad	cleanliness	cleanliness	high	cleanliness:unclean/dirt/dirty/muddy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
muddy	muddy	material_attribute	vaw	material	material	high	muddy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
multi story	multi story	attribute	vaw	other	other	low	multi-story	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
multicolored	multicolored	color_attribute	ovad	color quantity	color quantity	high	color quantity:multicolored/colorful	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
multicolored	multicolored	color_attribute	vaw	color quantity	color quantity	high	multicolored	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
murky	murky	color_attribute	vaw	color	color	high	murky	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
napoleon (lapel)	napoleon (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	napoleon (lapel)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
narrow	narrow	size_attribute	vaw	width	width	high	narrow	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
navajowhite	navajowhite	color_attribute	css_color_4	color	color	high	navajowhite	https://www.w3.org/TR/css-color-4/
navy	navy	color_attribute	css_color_4	color	color	high	navy	https://www.w3.org/TR/css-color-4/
navy blue	navy blue	color_attribute	vaw	color	color	high	navy blue	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
nearly empty	nearly empty	attribute	vaw	other	other	low	nearly empty	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
neat	neat	condition_attribute	ovad	cleanliness	cleanliness	high	cleanliness:clean/neat	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
nehru (jacket)	nehru (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	nehru (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
neon	neon	attribute	vaw	other	other	low	neon	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
neon green	neon green	color_attribute	vaw	color	color	high	neon green	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
neutral	neutral	expression_attribute	ovad	face expression	face expression	high	face expression:neutral/calm/serious	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
new	new	condition_attribute	vaw	newness	newness	high	new	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
night	night	attribute	vaw	other	other	low	night	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
nightgown	nightgown	fashion_style_attribute	fashionpedia	nickname	nickname	medium	nightgown	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
no non textile material	no non textile material	material_attribute	fashionpedia	non textile material type	non textile material type	medium	no non-textile material	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
no opening	no opening	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	no opening	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
no special manufacturing technique	no special manufacturing technique	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	no special manufacturing technique	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
no waistline	no waistline	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	no waistline	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
norfolk (jacket)	norfolk (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	norfolk (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
normal waist	normal waist	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	normal waist	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
notched (lapel)	notched (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	notched (lapel)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
octagonal	octagonal	shape_attribute	vaw	shape	shape	high	octagonal	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
off	off	state_attribute	ovad	state	state	high	state:off	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
off	off	attribute	vaw	other	other	low	off	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
off the shoulder	off the shoulder	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	off-the-shoulder	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
off white	off white	color_attribute	vaw	color	color	high	off white	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
old	old	age_attribute	ovad	maturity	maturity	high	maturity:adult/old/aged	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
old	old	age_attribute	vaw	maturity	maturity	high	old	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
old	old	condition_attribute	vaw	newness	newness	high	old	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
old fashioned	old fashioned	attribute	vaw	other	other	low	old fashioned	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
oldlace	oldlace	color_attribute	css_color_4	color	color	high	oldlace	https://www.w3.org/TR/css-color-4/
olive	olive	color_attribute	css_color_4	color	color	high	olive	https://www.w3.org/TR/css-color-4/
olive green	olive green	color_attribute	vaw	color	color	high	olive green	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
olivedrab	olivedrab	color_attribute	css_color_4	color	color	high	olivedrab	https://www.w3.org/TR/css-color-4/
on	on	state_attribute	ovad	state	state	high	state:on	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
on ground	on ground	context_attribute	vaw	place	place	high	on ground	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
on the wall	on the wall	context_attribute	vaw	place	place	high	on the wall	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
one	one	group_attribute	ovad	group	group	high	group:single/one/individual/sole	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
one shoulder	one shoulder	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	one shoulder	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
opaque	opaque	opacity_attribute	ovad	optical property	optical property	high	optical property:opaque	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
opaque	opaque	opacity_attribute	paco	transparency	transparency	high	opaque	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
opaque	opaque	opacity_attribute	vaw	opaqeness	opaqeness	high	opaque	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
open	open	state_attribute	ovad	state	state	high	state:open	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
open	open	state_attribute	vaw	state	state	high	open	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
operating	operating	attribute	vaw	other	other	low	operating	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
orange	orange	color_attribute	css_color_4	color	color	high	orange	https://www.w3.org/TR/css-color-4/
orange	orange	color_attribute	ovad	clothes color	color	high	clothes color:orange	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
orange	orange	color_attribute	ovad	color	color	high	color:orange	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
orange	orange	color_attribute	ovad	hair color	color	high	hair color:orange	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
orange	orange	color_attribute	paco	color	color	high	orange	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
orange	orange	color_attribute	vaw	color	color	high	orange	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
orangered	orangered	color_attribute	css_color_4	color	color	high	orangered	https://www.w3.org/TR/css-color-4/
orchid	orchid	color_attribute	css_color_4	color	color	high	orchid	https://www.w3.org/TR/css-color-4/
ordered	ordered	order_attribute	ovad	order	order	high	order:ordered/arranged/organized/tidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
organized	organized	order_attribute	ovad	order	order	high	order:ordered/arranged/organized/tidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
ornate	ornate	attribute	vaw	other	other	low	ornate	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
out of focus	out of focus	attribute	vaw	other	other	low	out of focus	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
outdoors	outdoors	context_attribute	vaw	location	location	high	outdoors	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
outstretched	outstretched	attribute	vaw	other	other	low	outstretched	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
oval (neck)	oval (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	oval (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
oval shaped	oval shaped	shape_attribute	vaw	shape	shape	high	oval shaped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
overcast	overcast	weather_attribute	vaw	weather	weather	high	overcast	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
overcooked	overcooked	attribute	vaw	other	other	low	overcooked	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
oversized	oversized	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	oversized	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
oversized (collar)	oversized (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	oversized (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
oversized (lapel)	oversized (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	oversized (lapel)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
paddling	paddling	activity_attribute	vaw	activity	activity	high	paddling	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
painted	painted	attribute	vaw	other	other	low	painted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
painting	painting	attribute	vaw	other	other	low	painting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
paisley	paisley	texture_attribute	dtd	texture	texture	high	paisley	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
paisley	paisley	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	paisley	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pale blue	pale blue	color_attribute	vaw	color	color	high	pale blue	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pale green	pale green	color_attribute	vaw	color	color	high	pale green	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
palegoldenrod	palegoldenrod	color_attribute	css_color_4	color	color	high	palegoldenrod	https://www.w3.org/TR/css-color-4/
palegreen	palegreen	color_attribute	css_color_4	color	color	high	palegreen	https://www.w3.org/TR/css-color-4/
paleturquoise	paleturquoise	color_attribute	css_color_4	color	color	high	paleturquoise	https://www.w3.org/TR/css-color-4/
palevioletred	palevioletred	color_attribute	css_color_4	color	color	high	palevioletred	https://www.w3.org/TR/css-color-4/
papayawhip	papayawhip	color_attribute	css_color_4	color	color	high	papayawhip	https://www.w3.org/TR/css-color-4/
paper	paper	material_attribute	ovad	material	material	high	material:paper/cardboard	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
paper	paper	material_attribute	paco	material	material	high	paper	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
paper	paper	material_attribute	vaw	material	material	high	paper	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
paperback	paperback	attribute	vaw	other	other	low	paperback	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
parka	parka	fashion_style_attribute	fashionpedia	nickname	nickname	medium	parka	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
parking	parking	attribute	vaw	other	other	low	parking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
partially eaten	partially eaten	attribute	vaw	other	other	low	partially eaten	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
partly cloudy	partly cloudy	weather_attribute	vaw	weather	weather	high	partly cloudy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
patch (pocket)	patch (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	patch (pocket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
patchy	patchy	attribute	vaw	other	other	low	patchy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
patterned	patterned	pattern_attribute	vaw	pattern	pattern	high	patterned	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
paved	paved	attribute	vaw	other	other	low	paved	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pea (coat)	pea (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	pea (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pea (jacket)	pea (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	pea (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
peachpuff	peachpuff	color_attribute	css_color_4	color	color	high	peachpuff	https://www.w3.org/TR/css-color-4/
peacock	peacock	motif_attribute	fashionpedia	animal	animal	medium	peacock	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
peak (lapel)	peak (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	peak (lapel)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
peasant (top)	peasant (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	peasant (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pebbled	pebbled	material_attribute	ovad	material	material	high	material:stone/granite/cobblestone/gravel/marble/pebbled/rocky/sandy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pebbled	pebbled	material_attribute	vaw	material	material	high	pebbled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
peeled	peeled	attribute	vaw	other	other	low	peeled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
peg	peg	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	peg	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
peg (pants)	peg (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	peg (pants)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pencil	pencil	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	pencil	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
peplum	peplum	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	peplum	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pepperoni	pepperoni	attribute	vaw	other	other	low	pepperoni	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
perforated	perforated	texture_attribute	dtd	texture	texture	high	perforated	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
perforated	perforated	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	perforated	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
perforated	perforated	pattern_attribute	paco	pattern marking	pattern marking	high	perforated	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
peru	peru	color_attribute	css_color_4	color	color	high	peru	https://www.w3.org/TR/css-color-4/
peter pan (collar)	peter pan (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	peter pan (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
piece	piece	state_attribute	ovad	state	state	high	state:piece/cut	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
piece	piece	attribute	vaw	other	other	low	piece	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
piled	piled	attribute	vaw	other	other	low	piled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pink	pink	color_attribute	css_color_4	color	color	high	pink	https://www.w3.org/TR/css-color-4/
pink	pink	color_attribute	ovad	clothes color	color	high	clothes color:pink	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pink	pink	color_attribute	ovad	color	color	high	color:pink	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pink	pink	color_attribute	ovad	hair color	color	high	hair color:pink	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pink	pink	color_attribute	paco	color	color	high	pink	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
pink	pink	color_attribute	vaw	color	color	high	pink	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pinned	pinned	attribute	vaw	other	other	low	pinned	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pinstriped	pinstriped	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:striped/lined/pinstriped	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pinstriped	pinstriped	pattern_attribute	ovad	pattern	pattern	high	pattern:striped/lined/pinstriped	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
pinstriped	pinstriped	pattern_attribute	vaw	pattern	pattern	high	pinstriped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pitted	pitted	texture_attribute	dtd	texture	texture	high	pitted	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
plaid	plaid	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plaid	plaid	pattern_attribute	ovad	pattern	pattern	high	pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plaid	plaid	pattern_attribute	vaw	pattern	pattern	high	plaid	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
plain	plain	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:plain	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plain	plain	pattern_attribute	ovad	pattern	pattern	high	pattern:plain	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plain	plain	pattern_attribute	paco	pattern marking	pattern marking	high	plain	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
plain	plain	attribute	vaw	other	other	low	plain	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
plain (pattern)	plain (pattern)	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	plain (pattern)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
plant	plant	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	plant	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
plastic	plastic	material_attribute	fashionpedia	non textile material type	non textile material type	medium	plastic	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
plastic	plastic	material_attribute	ovad	material	material	high	material:polymers/plastic/rubber/styrofoam/polymer	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plastic	plastic	material_attribute	paco	material	material	high	plastic	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
plastic	plastic	material_attribute	vaw	material	material	high	plastic	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing	playing	activity_attribute	vaw	activity	activity	high	playing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing baseball	playing baseball	activity_attribute	vaw	sport activity	sport activity	high	playing baseball	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing football	playing football	activity_attribute	vaw	sport activity	sport activity	high	playing football	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing frisbee	playing frisbee	activity_attribute	vaw	sport activity	sport activity	high	playing frisbee	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing tennis	playing tennis	activity_attribute	vaw	sport activity	sport activity	high	playing tennis	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
playing video games	playing video games	attribute	vaw	other	other	low	playing video games	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pleat	pleat	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	pleat	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pleated	pleated	texture_attribute	dtd	texture	texture	high	pleated	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
plum	plum	color_attribute	css_color_4	color	color	high	plum	https://www.w3.org/TR/css-color-4/
plunging (neckline)	plunging (neckline)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	plunging (neckline)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
plush	plush	material_attribute	ovad	material	material	high	material:textile/cloth/fabric/denim/cotton/jean/silk/plush	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
plush	plush	material_attribute	vaw	material	material	high	plush	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
poet (sleeve)	poet (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	poet (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
pointing	pointing	activity_attribute	vaw	hand movement	hand movement	high	pointing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
pointy	pointy	shape_attribute	vaw	shape	shape	high	pointy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
polka dotted	polka dotted	texture_attribute	dtd	texture	texture	high	polka-dotted	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
polka dotted	polka dotted	pattern_attribute	vaw	pattern	pattern	high	polka dotted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
polo	polo	attribute	vaw	other	other	low	polo	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
